GLIDE_number,Event,Country,Date,Event_Code,Country_Code,Glide_Serial,Comments
EP-2001-000554-KEN,Epidemic,Kenya,2001/8/0,EP,KEN,2001-000554,{Aflatoxicosis} (Unknown)
ST-2001-000553-BLZ,SEVERE LOCAL STORM,Belize,2001-10-08,ST,BLZ,2001-000553,{Iris} (Hurricane)
AC-2001-000552-CHL,Tech. Disaster,Chile,2001-10-10,AC,CHL,2001-000552,(Road)
EP-2001-000551-MOZ,Epidemic,Mozambique,2001/8/0,EP,MOZ,2001-000551,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000550-NER,Epidemic,Niger,2001-08-27,EP,NER,2001-000550,{Cholera} (Diarrhoeal/Enteric)
FL-2001-000549-GIN,Flood,Guinea,2001/9/0,FL,GIN,2001-000549,(Flood)
AC-2001-000548-ITA,Tech. Disaster,Italy,2001-10-08,AC,ITA,2001-000548,{MD-87 and Cessna} (Air)
AC-2001-000547-CHN,Tech. Disaster,"China, People's Republic",2001-10-03,AC,CHN,2001-000547,"{Dam ""Dalugou""} (Misc:Collapse)"
EQ-2001-000546-IDN,Earthquake,Indonesia,2001-06-28,EQ,IDN,2001-000546,(Earthquake)
FL-2001-000545-IRN,Flood,"Iran, Islamic Republic",2001-10-01,FL,IRN,2001-000545,(Flood)
ST-2001-000544-BRA,SEVERE LOCAL STORM,Brazil,2001/10/0,ST,BRA,2001-000544,(Storm)
AC-2001-000543-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-09-30,AC,IRN,2001-000543,(Road)
AC-2001-000542-IND,Tech. Disaster,India,2001-09-28,AC,IND,2001-000542,{New Light Hotel} (Misc:Fire)
FL-2001-000541-RWA,Flood,Rwanda,2001/9/0,FL,RWA,2001-000541,(Flood)
SL-2001-000540-CHN,SLIDE (use LS/ AV/MS instead),"China, People's Republic",2001-09-25,SL,CHN,2001-000540,(Landslide)
AC-2001-000539-NGA,Tech. Disaster,Nigeria,2001-09-26,AC,NGA,2001-000539,{Wall school} (Misc:Collapse)
AC-2001-000538-AGO,Tech. Disaster,Angola,2001-09-24,AC,AGO,2001-000538,(Road)
AC-2001-000537-CHN,Tech. Disaster,"China, People's Republic",2001-09-21,AC,CHN,2001-000537,(Road)
FL-2001-000536-ITA,Flood,Italy,2001-09-15,FL,ITA,2001-000536,(Flood)
AC-2001-000535-FRA,Tech. Disaster,France,2001-09-21,AC,FRA,2001-000535,{Petro-chimical factory AZF} (Ind:Explosion)
FL-2001-000534-CHN,Flood,"China, People's Republic",2001-09-18,FL,CHN,2001-000534,(Flood)
EP-2001-000533-BFA,Epidemic,Burkina Faso,2001-07-14,EP,BFA,2001-000533,{Cholera} (Diarrhoeal/Enteric)
AC-2001-000532-CHN,Tech. Disaster,"China, People's Republic",2001-09-18,AC,CHN,2001-000532,{Fireworks} (Ind:Explosion)
EP-2001-000531-PNG,Epidemic,Papua New Guinea,2001-11-01,EP,PNG,2001-000531,(Measles)
FL-2001-000530-TJK,Flood,Tajikistan,2001-08-28,FL,TJK,2001-000530,(Flood)
AC-2001-000529-CHN,Tech. Disaster,"China, People's Republic",2001-09-01,AC,CHN,2001-000529,{Coal mine} (Ind:Explosion)
FL-2001-000528-THA,Flood,Thailand,2001-08-31,FL,THA,2001-000528,(Flood)
FL-2001-000527-IND,Flood,India,2001/9/0,FL,IND,2001-000527,(Flood)
ST-2001-000526-CHN,SEVERE LOCAL STORM,"China, People's Republic",2001-09-01,ST,CHN,2001-000526,(Storm)
DR-2001-000525-KHM,Drought,Cambodia,2001/9/0,DR,KHM,2001-000525,"The drought affected 9 provinces for 4 months from September to December. Drought affected to agriculture 13,361 ha of seedling and 89,787 ha of transplanted rice field, and damaged to agriculture 8,696 ha of seedling and 45,291 ha of transplanted rice field (= 53,987 ha of seedling and transplanted rice field). Drought was estimated to be more than US$ 16 million. Drought affected 530,844 people or 132,711 families."
FL-2001-000524-MLI,Flood,Mali,2001-09-15,FL,MLI,2001-000524,(Flood)
AC-2001-000523-CHN,Tech. Disaster,"China, People's Republic",2001-09-13,AC,CHN,2001-000523,{Coal mine} (Ind:Explosion)
ST-2001-000522-TWN,SEVERE LOCAL STORM,Taiwan (China),2001-09-16,ST,TWN,2001-000522,{Nari} (Typhoon)
FL-2001-000521-TCD,Flood,Chad,2001/9/0,FL,TCD,2001-000521,(Flood)
AC-2001-000520-MEX,Tech. Disaster,Mexico,2001-09-12,AC,MEX,2001-000520,{LET 410} (Air)
EP-2001-000519-AGO,Epidemic,Angola,2001/5/0,EP,AGO,2001-000519,{Meningococcal disease} (Meningitis)
EP-2001-000518-GIN,Epidemic,Guinea,2001/9/0,EP,GIN,2001-000518,{Cholera} (Diarrhoeal/Enteric)
AC-2001-000517-IND,Tech. Disaster,India,2001-08-24,AC,IND,2001-000517,(Rail)
AC-2001-000516-NGA,Tech. Disaster,Nigeria,2001-04-03,AC,NGA,2001-000516,(Road)
FL-2001-000515-IND,Flood,India,2001-08-20,FL,IND,2001-000515,(Flood)
AC-2001-000514-EST,Tech. Disaster,Estonia,2001-09-08,AC,EST,2001-000514,{Alcool frelat?} (Misc:Other)
AC-2001-000513-SOM,Tech. Disaster,Somalia,2001-09-11,AC,SOM,2001-000513,(Misc:Explosion)
AC-2001-000512-AGO,Tech. Disaster,Angola,2001-09-10,AC,AGO,2001-000512,(Road)
ST-2001-000511-JPN,SEVERE LOCAL STORM,Japan,2001-09-10,ST,JPN,2001-000511,{Danas} (Typhoon)
AC-2001-000510-HTI,Tech. Disaster,Haiti,2001-09-08,AC,HTI,2001-000510,(Road)
EP-2001-000509-BEN,Epidemic,Benin,2001/1/0,EP,BEN,2001-000509,{Cholera} (Diarrhoeal/Enteric)
WF-2001-000508-ZAF,Wild fire,South Africa,2001-09-06,WF,ZAF,2001-000508,(Scrub)
AC-2001-000507-IND,Tech. Disaster,India,2001-08-16,AC,IND,2001-000507,(Rail)
AC-2001-000506-NER,Tech. Disaster,Niger,2001-06-15,AC,NER,2001-000506,(Road)
FL-2001-000505-MYS,Flood,Malaysia,2001-08-19,FL,MYS,2001-000505,(Flood)
WF-2001-000504-BGR,Wild fire,Bulgaria,2001/8/0,WF,BGR,2001-000504,(Forest)
AC-2001-000503-AGO,Tech. Disaster,Angola,2001-08-11,AC,AGO,2001-000503,(Road)
FL-2001-000502-IND,Flood,India,2001/8/0,FL,IND,2001-000502,(Flood)
SL-2001-000501-IND,SLIDE (use LS/ AV/MS instead),India,2001-08-14,SL,IND,2001-000501,(Landslide)
WF-2001-000500-ZAF,Wild fire,South Africa,2001-09-04,WF,ZAF,2001-000500,(Scrub)
WF-2001-000499-COL,Wild fire,Colombia,2001/8/0,WF,COL,2001-000499,(Forest)
DR-2001-000498-LKA,Drought,Sri Lanka,2001/8/0,DR,LKA,2001-000498,(Drought)
AC-2001-000497-CHN,Tech. Disaster,"China, People's Republic",2001-08-28,AC,CHN,2001-000497,(Water)
AC-2001-000496-NGA,Tech. Disaster,Nigeria,2001-08-30,AC,NGA,2001-000496,(Road)
AC-2001-000495-JPN,Tech. Disaster,Japan,2001-09-01,AC,JPN,2001-000495,{Salle de jeux} (Misc:Explosion)
FL-2001-000494-NGA,Flood,Nigeria,2001-08-27,FL,NGA,2001-000494,(Flood)
AC-2001-000493-IDN,Tech. Disaster,Indonesia,2001-09-02,AC,IDN,2001-000493,{Cirebon Express and Empu Java} (Rail)
FL-2001-000492-VNM,Flood,Viet Nam,2001-08-28,FL,VNM,2001-000492,(Flood)
DR-2001-000491-DJI,Drought,Djibouti,2001/8/0,DR,DJI,2001-000491,(Drought)
DR-2001-000490-MRT,Drought,Mauritania,2001/7/0,DR,MRT,2001-000490,(Drought)
FL-2001-000489-GMB,Flood,Gambia,2001-07-05,FL,GMB,2001-000489,(Flood)
ST-2001-000488-MEX,SEVERE LOCAL STORM,Mexico,2001-07-25,ST,MEX,2001-000488,{Dalila} (Tropical storm)
DR-2001-000487-MAR,Drought,Morocco,2001/6/0,DR,MAR,2001-000487,(Drought)
ST-2001-000486-CHN,SEVERE LOCAL STORM,"China, People's Republic",2001-07-07,ST,CHN,2001-000486,(Storm)
FL-2001-000485-KHM,Flood,Cambodia,2001-08-13,FL,KHM,2001-000485,"Cambodia had 2 floods were Mekong and Flash floods. First, Flash flood occurred 3 months from July to August and October one more, second Mekong flood occurred from 13 to 15 August 2001. 2 floods affected 595 communes, 84 districts, and 14 provinces-municipalities. In all, more than 945,688 people have been evacuated. Total physical damage both flash and Mekong floods were estimated at US$ 20 million."
AC-2001-000484-NGA,Tech. Disaster,Nigeria,2001-08-26,AC,NGA,2001-000484,(Road)
FL-2001-000483-MRT,Flood,Mauritania,2001-08-24,FL,MRT,2001-000483,(Flood)
ET-2001-000482-BOL,Extreme temperature(use CW/HW instead),Bolivia,2001/7/0,ET,BOL,2001-000482,(Cold wave)
FL-2001-000481-ZAF,Flood,South Africa,2001-07-03,FL,ZAF,2001-000481,(Flood)
DR-2001-000480-CHN,Drought,"China, People's Republic",2001/3/0,DR,CHN,2001-000480,(Drought)
FL-2001-000479-THA,Flood,Thailand,2001-06-27,FL,THA,2001-000479,(Flood)
DR-2001-000478-CHN,Drought,"China, People's Republic",2001/3/0,DR,CHN,2001-000478,(Drought)
ST-2001-000477-USA,SEVERE LOCAL STORM,United States,2001-06-21,ST,USA,2001-000477,(Storm)
ST-2001-000476-JPN,SEVERE LOCAL STORM,Japan,2001-06-20,ST,JPN,2001-000476,(Storm)
ST-2001-000475-CHN,SEVERE LOCAL STORM,"China, People's Republic",2001-06-19,ST,CHN,2001-000475,(Cyclone)
ST-2001-000474-USA,SEVERE LOCAL STORM,United States,2001-06-13,ST,USA,2001-000474,(Tornado)
ST-2001-000473-USA,SEVERE LOCAL STORM,United States,2001-06-18,ST,USA,2001-000473,(Tornado)
DR-2001-000472-CHN,Drought,"China, People's Republic",2001/0/0,DR,CHN,2001-000472,(Drought)
FL-2001-000471-CHL,Flood,Chile,2001-07-30,FL,CHL,2001-000471,(Flood)
AC-2001-000470-NGA,Tech. Disaster,Nigeria,2001-08-22,AC,NGA,2001-000470,(Road)
AC-2001-000469-COL,Tech. Disaster,Colombia,2001-08-22,AC,COL,2001-000469,(Road)
AC-2001-000468-CHN,Tech. Disaster,"China, People's Republic",2001-08-23,AC,CHN,2001-000468,(Road)
AC-2001-000467-CHN,Tech. Disaster,"China, People's Republic",2001-07-17,AC,CHN,2001-000467,{Coal mine} (Ind:Other)
AC-2001-000466-USA,Tech. Disaster,United States,2001-08-03,AC,USA,2001-000466,(Rail)
FL-2001-000465-IND,Flood,India,2001/8/0,FL,IND,2001-000465,(Flood)
FL-2001-000464-ETH,Flood,Ethiopia,2001/7/0,FL,ETH,2001-000464,(Flood)
AC-2001-000463-UGA,Tech. Disaster,Uganda,2001-08-02,AC,UGA,2001-000463,{School} (Misc:Collapse)
AC-2001-000462-IDN,Tech. Disaster,Indonesia,2001-08-01,AC,IDN,2001-000462,(Rail)
VO-2001-000461-PHL,Volcano,Philippines,2001-07-25,VO,PHL,2001-000461,{Mt Mayon} (Volcano)
FL-2001-000460-USA,Flood,United States,2001-07-08,FL,USA,2001-000460,(Flood)
FL-2001-000459-BGD,Flood,Bangladesh,2001-08-31,FL,BGD,2001-000459,(Flood)
AC-2001-000458-MOZ,Tech. Disaster,Mozambique,2001-07-23,AC,MOZ,2001-000458,"{Boat ""Manica Alpha""} (Water)"
AC-2001-000457-TUR,Tech. Disaster,Turkey,2001-08-23,AC,TUR,2001-000457,(Road)
VO-2001-000456-ECU,Volcano,Ecuador,2001-08-14,VO,ECU,2001-000456,{Tungurahua} (Volcano)
AC-2001-000455-CHN,Tech. Disaster,"China, People's Republic",2001-08-22,AC,CHN,2001-000455,{Mine} (Ind:Explosion)
ST-2001-000454-JPN,SEVERE LOCAL STORM,Japan,2001-08-22,ST,JPN,2001-000454,{Pabuk} (Typhoon)
FL-2001-000453-IRN,Flood,"Iran, Islamic Republic",2001-08-10,FL,IRN,2001-000453,(Flood)
AC-2001-000452-GHA,Tech. Disaster,Ghana,2001-06-05,AC,GHA,2001-000452,(Road)
WF-2001-000451-USA,Wild fire,United States,2001/8/0,WF,USA,2001-000451,(Forest)
FL-2001-000450-THA,Flood,Thailand,2001-08-11,FL,THA,2001-000450,(Flood)
AC-2001-000449-ARG,Tech. Disaster,Argentina,2001-08-21,AC,ARG,2001-000449,(Road)
FL-2001-000448-ETH,Flood,Ethiopia,2001-08-10,FL,ETH,2001-000448,(Flood)
AC-2001-000447-LKA,Tech. Disaster,Sri Lanka,2001-08-18,AC,LKA,2001-000447,(Rail)
AC-2001-000446-UKR,Tech. Disaster,Ukraine,2001-08-19,AC,UKR,2001-000446,{Coal mine} (Ind:Explosion)
FL-2001-000445-PHL,Flood,Philippines,2001/8/0,FL,PHL,2001-000445,(Flood)
AC-2001-000444-PHL,Tech. Disaster,Philippines,2001-08-18,AC,PHL,2001-000444,{Hotel Manor} (Misc:Fire)
AC-2001-000443-CHN,Tech. Disaster,"China, People's Republic",2001-08-10,AC,CHN,2001-000443,(Road)
WF-2001-000442-ARG,Wild fire,Argentina,2001/8/0,WF,ARG,2001-000442,(Forest)
AC-2001-000441-COL,Tech. Disaster,Colombia,2001-08-12,AC,COL,2001-000441,(Road)
AC-2001-000440-IND,Tech. Disaster,India,2001-08-16,AC,IND,2001-000440,(Rail)
AC-2001-000439-IND,Tech. Disaster,India,2001-08-16,AC,IND,2001-000439,{Dynamite  factory} (Ind:Explosion)
EP-2001-000438-IND,Epidemic,India,2001/8/0,EP,IND,2001-000438,(Malaria)
AC-2001-000437-IDN,Tech. Disaster,Indonesia,2001-08-19,AC,IDN,2001-000437,(Road)
ST-2001-000436-VNM,SEVERE LOCAL STORM,Viet Nam,2001-08-11,ST,VNM,2001-000436,{Usagi} (Typhoon)
AC-2001-000435-YEM,Tech. Disaster,Yemen,2001-08-11,AC,YEM,2001-000435,(Road)
ST-2001-000434-YEM,SEVERE LOCAL STORM,Yemen,2001-08-12,ST,YEM,2001-000434,(Storm)
AC-2001-000433-ZMB,Tech. Disaster,Zambia,2001-08-11,AC,ZMB,2001-000433,(Road)
AC-2001-000432-ZMB,Tech. Disaster,Zambia,2001-08-18,AC,ZMB,2001-000432,(Road)
AC-2001-000431-KEN,Tech. Disaster,Kenya,2001-08-15,AC,KEN,2001-000431,(Road)
AC-2001-000430-MWI,Tech. Disaster,Malawi,2001-08-19,AC,MWI,2001-000430,(Road)
EP-2001-000429-CIV,Epidemic,Cote d'Ivoire,2001-06-18,EP,CIV,2001-000429,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000428-CMR,Epidemic,Cameroon,2001-06-25,EP,CMR,2001-000428,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000427-AGO,Epidemic,Angola,2001/5/0,EP,AGO,2001-000427,{Meningococcal disease} (Meningitis)
EP-2001-000426-CIV,Epidemic,Cote d'Ivoire,2001/1/0,EP,CIV,2001-000426,{Yellow fever} (Arbovirus)
AC-2001-000425-BEN,Tech. Disaster,Benin,2001-08-06,AC,BEN,2001-000425,(Road)
AC-2001-000424-CHN,Tech. Disaster,"China, People's Republic",2001-08-07,AC,CHN,2001-000424,{Factory} (Ind:Collapse)
AC-2001-000423-MKD,Tech. Disaster,Macedonia,2001-08-06,AC,MKD,2001-000423,(Road)
AC-2001-000422-BGD,Tech. Disaster,Bangladesh,2001-08-08,AC,BGD,2001-000422,{Factory} (Ind:Fire)
FL-2001-000421-CHN,Flood,"China, People's Republic",2001-08-01,FL,CHN,2001-000421,(Flood)
FL-2001-000420-RUS,Flood,Russia,2001-08-06,FL,RUS,2001-000420,(Flood)
ST-2001-000419-CHN,SEVERE LOCAL STORM,"China, People's Republic",2001-07-24,ST,CHN,2001-000419,{Yutu} (Typhoon)
AC-2001-000418-ROM,Tech. Disaster,Romania,2001-08-06,AC,ROM,2001-000418,{Coal mine} (Ind:Explosion)
FL-2001-000417-SDN,Flood,Sudan,2001/8/0,FL,SDN,2001-000417,(Flood)
AC-2001-000416-RUS,Tech. Disaster,Russia,2001-07-14,AC,RUS,2001-000416,{IL-76 cargo} (Air)
ST-2001-000415-TWN,SEVERE LOCAL STORM,Taiwan (China),2001-07-11,ST,TWN,2001-000415,{Trami} (Storm)
SL-2001-000414-IND,SLIDE (use LS/ AV/MS instead),India,2001-07-16,SL,IND,2001-000414,(Landslide)
AC-2001-000413-ZAR,Tech. Disaster,"Zaire/Congo, Dem Rep (PREVIOUS)",2001-07-21,AC,ZAR,2001-000413,"{Ferry ""Wembley II""} (Water)"
AC-2001-000412-IND,Tech. Disaster,India,2001-08-06,AC,IND,2001-000412,{Psychiatric hospital} (Misc:Fire)
AC-2001-000411-THA,Tech. Disaster,Thailand,2001-08-04,AC,THA,2001-000411,(Water)
FL-2001-000410-PRK,Flood,"Korea, Democratic People's Republic",2001/8/0,FL,PRK,2001-000410,(Flood)
EP-2001-000409-IND,Epidemic,India,2001/7/0,EP,IND,2001-000409,{Cholera} (Diarrhoeal/Enteric)
FL-2001-000408-NGA,Flood,Nigeria,2001-07-22,FL,NGA,2001-000408,(Flood)
FL-2001-000407-IDN,Flood,Indonesia,2001-07-30,FL,IDN,2001-000407,(Flood)
AC-2001-000406-CHN,Tech. Disaster,"China, People's Republic",2001-07-30,AC,CHN,2001-000406,{Carri?re} (Misc:Collapse)
ST-2001-000405-TWN,SEVERE LOCAL STORM,Taiwan (China),2001-07-29,ST,TWN,2001-000405,{Toraji} (Typhoon)
ET-2001-000404-RUS,Extreme temperature(use CW/HW instead),Russia,2001/7/0,ET,RUS,2001-000404,(Heat wave)
FL-2001-000403-KOR,Flood,Korea Republic,2001-07-30,FL,KOR,2001-000403,(Flood)
FL-2001-000402-YEM,Flood,Yemen,2001-07-29,FL,YEM,2001-000402,(Flood)
FL-2001-000401-ARG,Flood,Argentina,2001/7/0,FL,ARG,2001-000401,(Flood)
AC-2001-000400-EGY,Tech. Disaster,Egypt,2001-07-27,AC,EGY,2001-000400,(Road)
AC-2001-000399-ZAR,Tech. Disaster,"Zaire/Congo, Dem Rep (PREVIOUS)",2001-07-26,AC,ZAR,2001-000399,"{Bort ""Fatuma""} (Water)"
DR-2001-000398-KOR,Drought,Korea Republic,2001/6/0,DR,KOR,2001-000398,(Drought)
DR-2001-000397-SOM,Drought,Somalia,2001/6/0,DR,SOM,2001-000397,(Drought)
DR-2001-000396-PRK,Drought,"Korea, Democratic People's Republic",2001/3/0,DR,PRK,2001-000396,(Drought)
SL-2001-000395-COL,SLIDE (use LS/ AV/MS instead),Colombia,2001-06-05,SL,COL,2001-000395,(Landslide)
DR-2001-000394-BRA,Drought,Brazil,2001/6/0,DR,BRA,2001-000394,(Drought)
FL-2001-000393-BGD,Flood,Bangladesh,2001-06-05,FL,BGD,2001-000393,(Flood)
FL-2001-000392-CHN,Flood,"China, People's Republic",2001-07-24,FL,CHN,2001-000392,(Flood)
EP-2001-000391-TZA,Epidemic,Tanzania,2001/5/0,EP,TZA,2001-000391,{Cholera} (Diarrhoeal/Enteric)
FL-2001-000390-POL,Flood,Poland,2001-07-25,FL,POL,2001-000390,(Flood)
EQ-2001-000389-CHN,Earthquake,"China, People's Republic",2001-07-14,EQ,CHN,2001-000389,(Earthquake)
FL-2001-000388-RUS,Flood,Russia,2001/7/0,FL,RUS,2001-000388,(Flood)
FL-2001-000387-IND,Flood,India,2001-07-07,FL,IND,2001-000387,(Flood)
ST-2001-000386-DEU,SEVERE LOCAL STORM,Germany,2001-07-07,ST,DEU,2001-000386,(Storm)
SL-2001-000385-CHN,SLIDE (use LS/ AV/MS instead),"China, People's Republic",2001-07-02,SL,CHN,2001-000385,(Landslide)
DR-2001-000384-GTM,Drought,Guatemala,2001/7/0,DR,GTM,2001-000384,(Drought)
DR-2001-000383-SLV,Drought,El Salvador,2001/7/0,DR,SLV,2001-000383,(Drought)
DR-2001-000382-HND,Drought,Honduras,2001/7/0,DR,HND,2001-000382,(Drought)
DR-2001-000381-NIC,Drought,Nicaragua,2001/7/0,DR,NIC,2001-000381,(Drought)
AC-2001-000380-JPN,Tech. Disaster,Japan,2001-07-21,AC,JPN,2001-000380,(Misc:Other)
AC-2001-000379-CHN,Tech. Disaster,"China, People's Republic",2001-07-22,AC,CHN,2001-000379,{Coal mine} (Ind:Explosion)
VO-2001-000378-ITA,Volcano,Italy,2001-07-18,VO,ITA,2001-000378,{Etna} (Volcano)
ET-2001-000377-ARG,Extreme temperature(use CW/HW instead),Argentina,2001/7/0,ET,ARG,2001-000377,(Cold wave)
FL-2001-000376-PAK,Flood,Pakistan,2001-07-23,FL,PAK,2001-000376,(Flood)
FL-2001-000375-IRN,Flood,"Iran, Islamic Republic",2001-07-20,FL,IRN,2001-000375,(Flood)
AC-2001-000374-ZMB,Tech. Disaster,Zambia,2001-07-18,AC,ZMB,2001-000374,(Road)
EP-2001-000373-TGO,Epidemic,Togo,2001-04-01,EP,TGO,2001-000373,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000372-GHA,Epidemic,Ghana,2001-04-01,EP,GHA,2001-000372,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000371-KEN,Epidemic,Kenya,2001-06-01,EP,KEN,2001-000371,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000370-TCD,Epidemic,Chad,2001-06-25,EP,TCD,2001-000370,{Cholera} (Diarrhoeal/Enteric)
AC-2001-000369-ETH,Tech. Disaster,Ethiopia,2001-07-17,AC,ETH,2001-000369,(Road)
AC-2001-000368-CHN,Tech. Disaster,"China, People's Republic",2001-07-17,AC,CHN,2001-000368,{Crane} (Ind:Collapse)
DR-2001-000367-CHN,Drought,"China, People's Republic",2001/3/0,DR,CHN,2001-000367,(Drought)
DR-2001-000366-UGA,Drought,Uganda,2001/5/0,DR,UGA,2001-000366,(Drought)
FL-2001-000365-CHL,Flood,Chile,2001-05-26,FL,CHL,2001-000365,(Flood)
EP-2001-000364-NER,Epidemic,Niger,2001/6/0,EP,NER,2001-000364,(Measles)
AC-2001-000363-CHN,Tech. Disaster,"China, People's Republic",2001-07-16,AC,CHN,2001-000363,{Explosive store} (Ind:Explosion)
AC-2001-000362-CHN,Tech. Disaster,"China, People's Republic",2001-07-01,AC,CHN,2001-000362,{Coal mine} (Ind:Collapse)
FL-2001-000361-VNM,Flood,Viet Nam,2001-06-30,FL,VNM,2001-000361,(Flood)
FL-2001-000360-CHN,Flood,"China, People's Republic",2001-08-27,FL,CHN,2001-000360,(Flood)
ST-2001-000359-TWN,SEVERE LOCAL STORM,Taiwan (China),2001-07-04,ST,TWN,2001-000359,{Utor} (Typhoon)
EQ-2001-000358-TUR,Earthquake,Turkey,2001-06-25,EQ,TUR,2001-000358,(Earthquake)
ST-2001-000357-THA,SEVERE LOCAL STORM,Thailand,2001-06-27,ST,THA,2001-000357,(Storm)
FL-2001-000356-CHN,Flood,"China, People's Republic",2001-06-27,FL,CHN,2001-000356,(Flood)
AC-2001-000355-FRA,Tech. Disaster,France,2001-01-10,AC,FRA,2001-000355,{Digue} (Misc:Collapse)
AC-2001-000354-IND,Tech. Disaster,India,2001-06-23,AC,IND,2001-000354,{Vessel} (Water)
IN-2001-000353-CHN,Insect Infestation,"China, People's Republic",2001/6/0,IN,CHN,2001-000353,{Locust} (Insect infestation)
IN-2001-000352-RUS,Insect Infestation,Russia,2001/6/0,IN,RUS,2001-000352,{Locust} (Insect infestation)
ST-2001-000351-USA,SEVERE LOCAL STORM,United States,2001-06-14,ST,USA,2001-000351,(Tornado)
FL-2001-000350-JPN,Flood,Japan,2001/6/0,FL,JPN,2001-000350,(Flood)
FL-2001-000349-IND,Flood,India,2001/6/0,FL,IND,2001-000349,(Flood)
AC-2001-000348-CHN,Tech. Disaster,"China, People's Republic",2001-06-19,AC,CHN,2001-000348,{Bridge} (Misc:Collapse)
AC-2001-000347-DNK,Tech. Disaster,Denmark,2001-03-29,AC,DNK,2001-000347,{Fuel} (Ind:Other)
AC-2001-000346-VNM,Tech. Disaster,Viet Nam,2001-06-06,AC,VNM,2001-000346,{Army base} (Misc:Explosion)
EQ-2001-000345-PNG,Earthquake,Papua New Guinea,2001-06-05,EQ,PNG,2001-000345,(Earthquake)
ST-2001-000344-SHN,SEVERE LOCAL STORM,St Helena,2001-05-23,ST,SHN,2001-000344,(Storm)
ST-2001-000343-COL,SEVERE LOCAL STORM,Colombia,2001-06-01,ST,COL,2001-000343,(Tornado)
AC-2001-000342-LBR,Tech. Disaster,Liberia,2001-05-02,AC,LBR,2001-000342,"{Tanker ""Real progress""} (Misc:Explosion)"
AC-2001-000341-ROM,Tech. Disaster,Romania,2001-06-05,AC,ROM,2001-000341,"{Tanker ""Anopolis""} (Misc:Explosion)"
WF-2001-000340-CAN,Wild fire,Canada,2001-05-28,WF,CAN,2001-000340,(Forest)
AC-2001-000339-IND,Tech. Disaster,India,2001-05-27,AC,IND,2001-000339,{Roof} (Misc:Collapse)
AC-2001-000338-IND,Tech. Disaster,India,2001-05-30,AC,IND,2001-000338,(Rail)
ST-2001-000337-IND,SEVERE LOCAL STORM,India,2001-05-24,ST,IND,2001-000337,(Storm)
AC-2001-000336-DEU,Tech. Disaster,Germany,2001-05-21,AC,DEU,2001-000336,{Chemical plant} (Ind:Explosion)
FL-2001-000335-KOR,Flood,Korea Republic,2001-07-15,FL,KOR,2001-000335,(Flood)
AC-2001-000334-VEN,Tech. Disaster,Venezuela,2001-07-12,AC,VEN,2001-000334,{Sky Truck} (Air)
FL-2001-000332-IND,Flood,India,2001/7/0,FL,IND,2001-000332,(Flood)
EP-2001-000331-AFG,Epidemic,Afghanistan,2001-06-01,EP,AFG,2001-000331,{Cholera} (Diarrhoeal/Enteric)
EP-2001-000330-IND,Epidemic,India,2001-06-18,EP,IND,2001-000330,(Leptosporosis)
EP-2001-000329-ESP,Epidemic,Spain,2001-07-01,EP,ESP,2001-000329,{Legionellosis} (Unknown)
SL-2001-000328-PAK,SLIDE (use LS/ AV/MS instead),Pakistan,2001-07-10,SL,PAK,2001-000328,(Landslide)
DR-2001-000327-IRN,Drought,"Iran, Islamic Republic",2001/7/0,DR,IRN,2001-000327,(Drought)
AC-2001-000326-NGA,Tech. Disaster,Nigeria,2001/6/0,AC,NGA,2001-000326,(Road)
AC-2001-000325-NGA,Tech. Disaster,Nigeria,2001-07-06,AC,NGA,2001-000325,(Road)
ST-2001-000324-FRA,SEVERE LOCAL STORM,France,2001-07-06,ST,FRA,2001-000324,(Tornado)
FL-2001-000323-FRA,Flood,France,2001-07-04,FL,FRA,2001-000323,(Flood)
ST-2001-000322-CHN,SEVERE LOCAL STORM,"China, People's Republic",2001-07-01,ST,CHN,2001-000322,{Durian and Utor} (Typhoon)
AC-2001-000321-CIV,Tech. Disaster,Cote d'Ivoire,2001-07-02,AC,CIV,2001-000321,(Road)
FL-2001-000320-TMP,Flood,East Timor,2001-06-25,FL,TMP,2001-000320,(Flood)
ST-2001-000319-PHL,SEVERE LOCAL STORM,Philippines,2001/7/0,ST,PHL,2001-000319,{Utor (Feria)} (Typhoon)
ST-2001-000318-VNM,SEVERE LOCAL STORM,Viet Nam,2001-07-04,ST,VNM,2001-000318,{Durian} (Typhoon)
AC-2001-000317-RUS,Tech. Disaster,Russia,2001-07-03,AC,RUS,2001-000317,{Tu-154} (Air)
AC-2001-000316-NGA,Tech. Disaster,Nigeria,2001-07-04,AC,NGA,2001-000316,(Road)
AC-2001-000315-IRN,Tech. Disaster,"Iran, Islamic Republic",2001-07-04,AC,IRN,2001-000315,(Road)
FL-2001-000314-GHA,Flood,Ghana,2001-06-27,FL,GHA,2001-000314,(Flood)
AC-2001-000313-CHN,Tech. Disaster,"China, People's Republic",2001-06-30,AC,CHN,2001-000313,(Road)
